No,PO,district,Win name,ycoord,xcoord,on_footpath,num_driver
1256,สขพ. 2,บางแค,ปากซอยหมู่บ้านเศรษฐกิจ 27,13.718971,100.380759,0,19
1257,สขพ. 2,บางแค,ศิริเกษม ซอย 9,13.738184,100.370078,0,22
1258,สขพ. 2,บางแค,หน้าโรงเรียนภูมิศึกษา,13.7202662,100.3737618,0,14
1259,สขพ. 2,บางแค,วงเวียนทะเลสาปทางเข้าถนนนครลุง,13.7359406,100.378946,0,12
1260,สขพ. 2,บางแค,หมู่บ้านเก้าวัฒนา,13.715041,100.370372,0,9
1261,สขพ. 2,บางแค,วัดบุณยประดิษฐ์ ซอย 11,13.725902,100.388139,0,23
1262,สขพ. 2,บางแค,คำหวานเพชรเกษม 102 /2,13.708485,100.376851,0,24
1263,สขพ. 2,บางแค,ปากซอยตลาดสินเนรมิตร,13.720088,100.375223,0,9
1264,สขพ. 2,บางแค,หมู่บ้านวีรวัฒน์,13.709286,100.388193,0,11
1265,สขพ. 2,บางแค,ซอยเพชรเกษม 92/2,13.710101,100.398177,0,9
1266,สขพ. 2,บางแค,ปากซอยเศรษฐกิจ 39,13.722691,100.366681,0,5
1267,สขพ. 2,บางแค,ตลาดเช้าศิริเกษม ซอย 8,13.738049,100.368104,0,9
1268,สขพ. 2,บางแค,ปากซอยเพชรเกษม 88,13.710463,100.403006,0,29
1269,สขพ. 2,บางแค,กลางซอยเพชรเกษม 88,13.718887,100.399881,0,6
1270,สขพ. 2,บางแค,ปากซอยเศรษฐกิจ 31-9-10,13.717893,100.373273,0,7
1271,สขพ. 2,บางแค,ปากซอยเศรษฐกิจคอนโด,13.719073,100.373062,0,3
1272,สขพ. 2,บางแค,หน้าโรงเรียนอัสสัมชัญ,13.733603,100.371761,0,3
1273,สขพ. 2,บางแค,ทางเข้าหมู่บ้านสินวงศ์,13.71803,100.368466,0,6
1274,สขพ. 2,บางแค,เศรษฐกิจ ซอย 10,13.714862,100.379241,0,5
1275,สขพ. 2,บางแค,ปากทางพุทธมณฑลสาย 2,13.799811,100.398637,0,14
1276,สขพ. 2,บางแค,หน้าโรงพยาบาลราชพิพัฒน์,13.730629,100.367225,0,18
1277,สขพ. 2,บางแค,เศรษฐกิจ 56,13.730861,100.375286,0,4
1278,สขพ. 2,บางแค,หน้าเทสโกโลตัสบางแค,13.70961,100.396439,0,2
1279,สขพ. 2,บางแค,ทางเข้าหมู่บ้านเพชรเกษม 3,13.719244,100.387687,0,4
1280,สขพ. 2,บางแค,หมู่บ้านมณฑล 7 - 8,13.722088,100.368861,0,1
1281,สขพ. 2,บางแค,เพชรเกษม 96,13.709184,100.389885,0,1
1282,สขพ. 2,บางแค,ปากซอยเศรษฐกิจ 5,13.713789,100.377681,0,5
1283,สขพ. 2,บางแค,ปากทางอู่รถ สาย 7 ก.,13.694487,100.380071,0,4
1284,สขพ. 2,บางแค,ซอยเพชรเกษม 66,13.715791,100.420719,0,7
1285,สขพ. 2,บางแค,สี่แยกทศกัณฑ์(ฝั่งป้อมตำรวจ),13.7448,100.395197,0,21
1286,สขพ. 2,บางแค,หมู่บ้านชัยพฤกษ์,13.746292,100.379939,0,10
1287,สขพ. 2,บางแค,หลังโรงเรียนวัดศาลาแดง,13.749512,100.354686,0,6
1288,สขพ. 2,บางแค,แยกนาบัวสวนแสงธรรม,13.745515,100.347884,0,12
1289,สขพ. 2,บางแค,ปากซอยโรงเรียนบางไผ่,13.740776,100.403761,0,11
1290,สขพ. 2,บางแค,แยกทศกัณฑ์(เซเว่น),13.744904,100.394619,0,41
1291,สขพ. 2,บางแค,หน้าครัวสมร,13.74423,100.405551,0,18
1292,สขพ. 2,บางแค,ปากซอยจรัญสนิทวงศ์  13,13.741641,100.464456,0,16
1293,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 40/1,13.7774882,100.4855359,0,15
1294,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 52,13.7814269,100.4896894,0,7
1295,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 62,13.782648,100.4916887,0,25
1296,สขพ. 2,บางพลัด,ชุมชนสะพานไม้,13.7737331,100.4933458,0,5
1297,สขพ. 2,บางพลัด,ดงดิบ ซอยจรัญสนิทวงศ์ 44,13.7742404,100.4924043,0,2
1298,สขพ. 2,บางพลัด,ต้นโพธิ์ ซอยจรัญสนิทวงศ์ 44,13.7757016,100.4923383,0,1
1299,สขพ. 2,บางพลัด,ท่าน้ำวัดคฤหบดี,13.7724476,100.4962162,0,7
1300,สขพ. 2,บางพลัด,บี.อาร์.อพาร์ทเมนท์,13.7762476,100.4907456,0,4
1301,สขพ. 2,บางพลัด,ปากซอยจรัญสนิทวงศ์ 40,13.7744914,100.4833915,0,7
1302,สขพ. 2,บางพลัด,ปากซอยจรัญสนิทวงศ์ 42,13.7776036,100.4860487,0,13
1303,สขพ. 2,บางพลัด,ปากซอยจรัญสนิทวงศ์ 44,13.7783672,100.4867942,0,49
1304,สขพ. 2,บางพลัด,ปากซอยจรัญสนิทวงศ์ 46,13.7791743,100.4874892,0,17
1305,สขพ. 2,บางพลัด,ลุมพินี พระราม 8,13.7723619,100.4920507,0,7
1306,สขพ. 2,บางพลัด,วัดภคินีนาถ,13.7819174,100.4998773,0,36
1307,สขพ. 2,บางพลัด,ศาลาวัดคฤหบดี,13.7724401,100.4945549,0,11
1308,สขพ. 2,บางพลัด,ส.น.ดับเพลิงบวรมงคล,13.7756587,100.4949961,0,4
1309,สขพ. 2,บางพลัด,สามแยกวัดน้อยนางหงส์,13.7717893,100.488132,0,4
1310,สขพ. 2,บางพลัด,สามแยกหน้าคลีนิค,13.7726241,100.4869743,0,22
1311,สขพ. 2,บางพลัด,หน้าเซเว่น ซอยจรัญสนิทวงศ์ 40,13.7736869,100.4848313,0,6
1312,สขพ. 2,บางพลัด,หน้าตลาดกรุงธน,13.783994,100.4956405,0,8
1313,สขพ. 2,บางพลัด,หน้าตลาดพงษ์ทรัพย์,13.7788849,100.486637,0,6
1314,สขพ. 2,บางพลัด,หน้าธนาคารกสิกรไทย จรัญสนิทวงศ์ 40,13.7747591,100.483896,0,9
1315,สขพ. 2,บางพลัด,หน้าบางยี่ขันคอนโดมิเนียม พระราม 8,13.7722711,100.4904822,0,8
1316,สขพ. 2,บางพลัด,หน้าวราวิทย์แมนชั่น,13.7769511,100.4874365,0,1
1317,สขพ. 2,บางพลัด,หน้าวัดอมรคีรี,13.7725272,100.489916,0,5
1318,สขพ. 2,บางพลัด,หน้าสยามสราญรมย์ ซอยจรัญสนิทวงศ์ 40,13.7745858,100.4819477,0,2
1319,สขพ. 2,บางพลัด,หน้าฮอทไลท์คาเฟ่ ซอยจรัญสนิทวงศ์ 40,13.7731132,100.4830013,0,7
1320,สขพ. 2,บางพลัด,หมู่บ้านมหาวงษ์พัฒนา ซอยจรัญสนิทวงศ์ 40 ,13.7735231,100.4875244,0,6
1321,สขพ. 2,บางพลัด,หลังตลาดกรุงธน,13.783968,100.4944423,0,11
1322,สขพ. 2,บางพลัด,อรุณอัมรินทร์ 55,13.7709859,100.493819,1,4
1323,สขพ. 2,บางพลัด,เมอร์รี่คิงส์,13.7765511,100.4791157,1,26
1324,สขพ. 2,บางพลัด,โรงพยาบาลยันฮี,13.7998891,100.5086552,1,7
1325,สขพ. 2,บางพลัด,โลตัสบางพลัด,13.7887927,100.5013851,1,11
1326,สขพ. 2,บางพลัด,ใต้สะพานกรุงธน,13.781764,100.5009611,0,3
1327,สขพ. 2,บางพลัด,คอมมอลเวลธ์ จรัญฯ 49/1,13.776132,100.4839654,0,9
1328,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 57,13.7794025,100.4866981,0,208
1329,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 65,13.7829676,100.4910421,0,236
1330,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 66/1,13.7855604,100.4965192,0,13
1331,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 67,13.7850524,100.4936964,0,92
1332,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 68,13.7870796,100.4990024,0,13
1333,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 69,13.7851973,100.4956305,0,4
1334,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 71,13.7856861,100.4959569,0,18
1335,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 72,13.7924468,100.5050473,0,15
1336,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 74,13.7884016,100.5002649,0,5
1337,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 74,13.7884016,100.5002649,0,125
1338,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 79,13.790836,100.5032787,0,126
1339,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 83/1,13.7939691,100.5057432,0,10
1340,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 85,13.795024,100.5065428,0,77
1341,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 89,13.7965126,100.5077076,0,30
1342,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 91,13.8003368,100.5105287,0,7
1343,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 94/1,13.8046832,100.5124297,0,11
1344,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 95/1,13.8035587,100.5117216,0,20
1345,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 95/2,13.8064634,100.511973,0,22
1346,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 96/1,13.8059385,100.5125275,0,14
1347,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 96/2,13.8076516,100.5115254,0,5
1348,สขพ. 2,บางพลัด,จรัญสนิทวงศ์ 97,13.8073679,100.5114231,0,38
1349,สขพ. 2,บางพลัด,ตรงข้ามโรงเรียนเขมะฯ,13.7831282,100.4980728,0,1
1350,สขพ. 2,บางพลัด,บรมราชชนนี 2,13.7791104,100.4766449,0,6
1351,สขพ. 2,บางพลัด,บางอ้อสเตชั่น,13.7989288,100.5096481,0,3
1352,สขพ. 2,บางพลัด,ปั้มน้ำมัน PT,13.7834726,100.4972901,0,3
1353,สขพ. 2,บางพลัด,ปากซอยจรัญสนิทวงศ์ 49,13.7751487,100.4832086,0,5
1354,สขพ. 2,บางพลัด,ปากซอยจรัญสนิทวงศ์ 81,13.7918475,100.5042131,0,11
1355,สขพ. 2,บางพลัด,รุ่งประชา,13.789599,100.4742,0,59
1356,สขพ. 2,บางพลัด,ลานทราย บรม 4,13.7814519,100.4746149,0,7
1357,สขพ. 2,บางพลัด,รุ่งประชา,13.789599,100.4742,0,38
1358,สขพ. 2,บางพลัด,หน้า สน.บางพลัด,13.7948911,100.4881172,0,26
1359,สขพ. 2,บางพลัด,หน้าเมเจอร์,13.7784066,100.4773046,0,6
1360,สขพ. 2,บางพลัด,หน้าบริษัทฟอร์ด ,13.7841262,100.4720015,1,7
1361,สขพ. 2,บางพลัด,หน้าปั๊มซัสโก้,13.7850954,100.471076,1,3
1362,สขพ. 2,บางพลัด,หน้าวัดจตุรมิตรประดิษฐาราม,13.7686842,100.4933546,0,3
1363,สขพ. 2,บางพลัด,หน้าวัดวิมุติยาราม,13.8110023,100.5120144,0,19
1364,สขพ. 2,บางพลัด,เชิงสะพานลอยเวิ้งปิ่นเกล้า,13.7654891,100.4886279,0,37
1365,สขพ. 2,บางพลัด,จุดกลับรถใต้สะพานพระราม 8,13.7706142,100.4943165,0,2
1366,สขพ. 2,บางพลัด,ซอยสมเด็จพระปีนเกล้า 1,13.7676822,100.4869459,0,6
1367,สขพ. 2,บางพลัด,ซิตี้อพาร์ทเม้นท์ ซอยสุวรรณิน,13.7711792,100.4921151,0,2
1368,สขพ. 2,บางพลัด,ทางเข้าห้างพาต้าปิ่นเกล้า,13.77141,100.4838618,0,14
1369,สขพ. 2,บางพลัด,ทางออกห้างพาต้าปิ่นเกล้า,13.7708888,100.4843038,0,27
1370,สขพ. 2,บางพลัด,ท่าน้ำพระปิ่นเกล้า,13.7635173,100.4902803,1,11
1371,สขพ. 2,บางพลัด,ปากซอยวัดดาวดึงษาราม,13.7643613,100.489506,0,14
1372,สขพ. 2,บางพลัด,ลุมพินีสวีท,13.7732329,100.4921653,1,6
1373,สขพ. 2,บางพลัด,สราญสุข,13.7868206,100.4709664,0,2
1374,สขพ. 2,บางพลัด,สามแยกชุมชนโค้งถ่าน,13.7665598,100.4904593,0,16
1375,สขพ. 2,บางพลัด,หน้า สน.บางยี่ขัน,13.7654733,100.4913491,0,3
1376,สขพ. 2,บางพลัด,หน้าพิซซ่าฮัท ถนนบรมราชชนนี,13.7824981,100.4735242,0,2
1377,สขพ. 2,บางพลัด,หน้าวัดดาวดึงษาราม,13.7713912,100.4845007,0,5
1378,สขพ. 2,บางพลัด,หน้าวัดบางยี่ขัน ซอยสุวิชาญ,13.7712297,100.4874164,0,10
1379,สขพ. 2,บางพลัด,หมู่บ้านแสงทองวิลล่า,13.7084691,100.381049,0,5
1380,สขพ. 2,บางพลัด,หมู่บ้านอัมรินทร์ ซอยสุวิชาญ,13.7695518,100.4884029,0,8
1381,สขพ. 2,ทวีวัฒนา,เพชรพลอย,13.7619947,100.3937996,0,6
1382,สขพ. 2,ทวีวัฒนา,โรงเรียนคลองทวีวัฒนา,13.7558341,100.3522797,0,8
1383,สขพ. 2,ทวีวัฒนา,โรงเรียนคลองมหาสวัสดิ์,13.8017739,100.3545418,0,5
1384,สขพ. 2,ทวีวัฒนา,โรงเรียนสตรีวิทยา 3,13.7734732,100.3539907,0,7
1385,สขพ. 2,ทวีวัฒนา,ข้างตลาดมาร์เก็ต ,13.7989586,100.3942428,0,4
1386,สขพ. 2,ทวีวัฒนา,คลองซอย (ตาลเดี่ยว),13.7798966,100.3562702,0,4
1387,สขพ. 2,ทวีวัฒนา,จุดตรวจคลองทวีวัฒนา,13.7776041,100.3401651,0,2
1388,สขพ. 2,ทวีวัฒนา,ตรงข้ามห้างเซฟอี,13.784523,100.3962628,0,17
1389,สขพ. 2,ทวีวัฒนา,ตลาดพุทธมณฑล,13.787814,100.334269,0,28
1390,สขพ. 2,ทวีวัฒนา,บรมราชชนนี 105,13.7852754,100.3748032,0,1
1391,สขพ. 2,ทวีวัฒนา,พุทธมณฑลสาย 3,13.78769,100.363312,1,34
1392,สขพ. 2,ทวีวัฒนา,วัดปรุณาวาส,13.8019358,100.3354436,0,29
1393,สขพ. 2,ทวีวัฒนา,สถานีบริการน้ำมัน พีที สาขาทวีวัฒนา,13.7971713,100.3798188,0,4
1394,สขพ. 2,ทวีวัฒนา,สนามหลวง 2,13.746254,100.3534305,0,13
1395,สขพ. 2,ทวีวัฒนา,สวนผัก 60,13.7868566,100.3952399,0,3
1396,สขพ. 2,ทวีวัฒนา,สี่แยกบางพรม,13.7652733,100.3636143,0,12
1397,สขพ. 2,ทวีวัฒนา,ปากซอยสุดสาคร,13.761886,100.3949209,0,3
1398,สขพ. 2,ทวีวัฒนา,สี่แยกสนามกีฬา สาย 2,13.756337,100.3950485,0,13
1399,สขพ. 2,ทวีวัฒนา,สี่แยกสุภาพบุรุษ,13.7667199,100.3454349,0,15
1400,สขพ. 2,ทวีวัฒนา,หน้า สน.ศาลาแดง,13.751607,100.352907,0,10
1401,สขพ. 2,ทวีวัฒนา,หน้าสถานีรถไฟศาลาธรรมสพน์,13.7998734,100.3943576,0,2
1402,สขพ. 2,ทวีวัฒนา,หน้าห้างเซฟอี,13.784133,100.3958247,0,33
1403,สขพ. 2,ทวีวัฒนา,หมู่บ้าน ป ผาสุก,13.7835568,100.4015588,0,21
1404,สขพ. 2,ทวีวัฒนา,หมู่บ้านเจ้าพระยา,13.7905823,100.3635495,0,24
1405,สขพ. 2,ทวีวัฒนา,หมู่บ้านกรีนวิลล์,13.7917941,100.3946701,0,13
1406,สขพ. 2,ทวีวัฒนา,หมู่บ้านกฤษดานคร 20,13.785769,100.3798311,0,11
1407,สขพ. 2,ทวีวัฒนา,หมู่บ้านกอบแก้ว,13.7655463,100.4016341,0,9
1408,สขพ. 2,ทวีวัฒนา,หมู่บ้านขุมทรัพย์นคร,13.774332,100.363638,0,1
1409,สขพ. 2,ทวีวัฒนา,หมู่บ้านชวนชื่น,13.7956624,100.4098603,0,8
1410,สขพ. 2,ทวีวัฒนา,หมู่บ้านทิพย์มณฑล,13.7862314,100.3800018,0,3
1411,สขพ. 2,ทวีวัฒนา,หมู่บ้านพรทวีวิลล่า,13.7631758,100.3470218,0,9
1412,สขพ. 2,ทวีวัฒนา,หมู่บ้านพรรณพฤกษา ,13.78793,100.3420291,0,1
1413,สขพ. 2,ทวีวัฒนา,หมู่บ้านพระปิ่น 2,13.7977492,100.3712774,0,24
1414,สขพ. 2,ทวีวัฒนา,หมู่บ้านร่วมเกื้อ,13.773123,100.342738,0,4
1415,สขพ. 2,ทวีวัฒนา,หมู่บ้านรินสวัสดิ์,13.7654633,100.3481075,0,6
1416,สขพ. 2,ทวีวัฒนา,หมู่บ้านศรีสุริยวงศ์,13.764814,100.3356312,0,1
1417,สขพ. 2,ทวีวัฒนา,หมู่บ้านสกุลทิพย์ ,13.7877521,100.3395718,0,1
1418,สขพ. 2,ทวีวัฒนา,หมู่บ้านสินพัฒนาธานี,13.7422926,100.3456816,0,1
1419,สขพ. 2,ทวีวัฒนา,หมู่บ้านสุขทวี 1-2,13.7885565,100.3461207,0,4
1420,สขพ. 2,ทวีวัฒนา,หมู่บ้านสุขทวี 3-4,13.78828381,100.3492789,0,10
1421,สขพ. 2,ทวีวัฒนา,หัวถนนพุทธมณฑลสาย 2,13.7850791,100.3947869,0,9
1422,สขพ. 2,ทวีวัฒนา,อำนวยโชค,13.7431066,100.3565202,0,14
1423,สขพ. 2,พระนคร,วัดสังเวช ถนนพระสุเมรุ    ,13.764564,100.497602,0,6
1424,สขพ. 2,พระนคร,พระสุเมรุ บ้านพานถม,13.759704,100.502406,0,5
1425,สขพ. 2,พระนคร,สี่แยกบางลำพู ,13.762954,100.497599,0,7
1426,สขพ. 2,พระนคร,ซอยสามเสน 2 ,13.763066,100.499355,0,4
1427,สขพ. 2,พระนคร,ซอยสามเสน 4     ,13.76333,100.500719,0,11
1428,สขพ. 2,พระนคร,หน้าวัดตรีทศเทพ   ,13.762202,100.503088,0,7
1429,สขพ. 2,พระนคร,ซอยเทเวศร์ 3  ,13.766025,100.50561,0,8
1430,สขพ. 2,พระนคร,เทเวศร์ ซอย 1     ,13.766815,100.504104,0,3
1431,สขพ. 2,พระนคร,ซ.หน้าร้านชีวาส ถ.วิสุทธิฯ,13.759312,100.498283,0,5
1432,สขพ. 2,พระนคร,ซอยสามเสน 8,13.765078,100.500564,0,16
1433,สขพ. 2,พระนคร,หน้าวัดอินทร์ฯ ถ.วิสุทธิ์  ,13.766791,100.502972,0,7
1434,สขพ. 2,พระนคร,อู่รถเมล์สาย 53 ,13.761622,100.511132,0,15
1435,สขพ. 2,พระนคร,ซอยสามเสน 5   ,13.766594,100.498951,0,10
1436,สขพ. 2,พระนคร,หน้าอาคารสงเคราะห์ ทบ.,13.763675,100.504991,0,20
1437,สขพ. 2,พระนคร,ถ.13ห้างหน้า ปณ.บางลำพู,13.760318,100.499042,0,9
1438,สขพ. 2,พระนคร,ถ.ข้าวสารข้าง สน.ชนะฯ,13.758812,100.49733,0,7
1439,สขพ. 2,พระนคร,ถ.ข้าวสารตัดถ.ตะนาว ,13.758752,100.499115,0,6
1440,สขพ. 2,พระนคร,หน้า รร.สตรีวิทยา ,13.75745,100.502017,0,3
1441,สขพ. 2,พระนคร,ถ.ราชฯกลางหน้าบ.วิทยาศรม  ,13.757704,100.499727,0,6
1442,สขพ. 2,พระนคร,ถ.ราชฯกลางข้าง ธ.กรุงไทย  ,13.759022,100.496734,0,6
1443,สขพ. 2,พระนคร,ถ.ราชฯกลางข้าง ธ. ไทยพาณิชย์ ,13.778632,100.476727,0,1
1444,สขพ. 2,พระนคร,ถ.ราชฯกลางหน้าโรงแรม 90 ,13.779064,100.476317,0,7
1446,สขพ. 2,พระนคร,สวนไผ่ข้างธ.ออมสินราชฯกลาง,13.778493,100.476806,0,10
1447,สขพ. 2,พระนคร,สวนหย่อมพระแม่ธรณี    ,13.756639,100.4949,0,9
1448,สขพ. 2,พระนคร,ท่าเรือบางลำภู ถ.พระอาทิตย์,13.763093,100.494761,0,10
1449,สขพ. 2,พระนคร,ถ.รามบุตรีหน้าร้านทองช.ยงศิลป์  ,13.760591,100.496525,0,9
1450,สขพ. 2,พระนคร,รามบุตรีหน้าร้านเซเวนเซ่น,13.760174,100.494326,0,5
1451,สขพ. 2,พระนคร,ท่าพระจันทร์   ,13.756532,100.489593,0,11
1452,สขพ. 2,พระนคร,วัดมหาธาตุ   ,13.755386,100.489608,0,5
1453,สขพ. 2,พระนคร,ถ.จักรพงษ์ ตัดถ.ไกรสีห์    ,13.76104,100.498291,0,9
1454,สขพ. 2,พระนคร,ถ.จักรพงษ์ ตัดถ.ตานี  ,13.760424,100.49812,0,10
1455,สขพ. 2,พระนคร,ถ.จักรพงษ์ ตรอกมะยม   ,13.761775,100.49734,0,2
1456,สขพ. 2,พระนคร,ท่าช้าง     ,13.752378,100.489177,0,25
1457,สขพ. 2,พระนคร,ท่าเรือเทเวศร์    ,13.771825,100.500574,0,58
1458,สขพ. 2,พระนคร,ซอยบูรณศาสตร์    ,13.754648,100.497152,0,1
1459,สขพ. 2,พระนคร,หน้าโรงแรมรัตนโกสินทร์,13.757132,100.495364,0,5
1460,สขพ. 2,พระนคร,ถ.ราขฯกลางหน้ากองสลาก,13.758007,100.495946,0,14
1461,สขพ. 2,พระนคร,หน้าธ.นครหลวงไทย ,13.761601,100.499118,0,6
1462,สขพ. 2,พระนคร,ทางเข้าธรรมศาสตร์ถ.พระอาทิตย์ ,13.759637,100.490798,0,17
1463,สขพ. 2,พระนคร,วัดใหม่อมตรส ,13.76443,100.501591,0,3
1464,สขพ. 2,พระนคร,ซอยรามบุตรี  ,13.760195,100.49438,0,17
1465,สขพ. 2,พระนคร,แยกคอกวัว (ไปรษณีย์) ,13.758009,100.49963,0,10
1466,สขพ. 2,พระนคร,ซอยนามบัญญัติ  ,13.765033,100.505194,0,12
1467,สขพ. 2,พระนคร,ท่ารถวัดบวรนิเวศวิหาร  ,13.750195,100.501849,0,9
1468,สขพ. 2,พระนคร,ธ. กสิกรไทย บางลำพู ,13.761308,100.499667,0,4
1469,สขพ. 2,พระนคร,ซอยสามเสน 10   ,13.767154,100.502229,0,5
1470,สขพ. 2,พระนคร,หน้าวัดเอี่ยมวรนุช,13.766364,100.500791,0,12
1471,สขพ. 2,พระนคร,หับเผย,13.755522,100.488915,0,18
1472,สขพ. 2,พระนคร,โรงเรียนวัดบวรนิเวศ,13.75909,100.502054,0,6
1473,สขพ. 2,พระนคร,สามพระยา ซอย 3,13.765772,100.496787,0,4
1474,สขพ. 2,พระนคร,ตลาดบูรณศาสตร์ ,13.754708,100.497159,0,4
1475,สขพ. 2,พระนคร,แยกบุญศิริ  ถ.บุญศิริ ,13.754794,100.497203,0,3
1476,สขพ. 2,พระนคร,ถ.ตะนาว แพร่งสรรพศาสตร์  ,13.755615,100.498727,0,2
1477,สขพ. 2,พระนคร,หน้าป้อมมหากาฬ ถ.มหาไชย ,13.754608,100.50515,0,3
1478,สขพ. 2,พระนคร,หน้าวัดราชนัดดา ถ.มหาไชย  ,13.754565,100.505073,0,4
1479,สขพ. 2,พระนคร,หน้าธ.กสิกรไทย ถ.มหาไชย ,13.754784,100.501275,0,5
1480,สขพ. 2,พระนคร,ถ.ตีทอง หน้าร้านโชคชัย  ,13.747544,100.500537,0,5
1481,สขพ. 2,พระนคร,ข้างศาลาว่าการ กทม.ถ.ดินสอ ,13.753975,100.501809,0,5
1482,สขพ. 2,พระนคร,ส.เจริญศรีอัษฎางค์ คลองคูเมืองเดิม ,13.750189,100.499947,0,8
1483,สขพ. 2,พระนคร,ถนนราชบพิธ  ตรอกหม้อ,13.749811,100.499238,0,6
1484,สขพ. 2,พระนคร,ซอยสามยอด ถ.มหาไชย   ,13.7475,100.502433,0,10
1485,สขพ. 2,พระนคร,เจริญกรุง ซอย 3   ,13.747335,100.502475,0,3
1486,สขพ. 2,พระนคร,ราชดำเนินกลางข้างลานพลับพลา,13.755761,100.504819,0,5
1487,สขพ. 2,พระนคร,หน้าธ.ทหารไทยราชดำเนินกลาง  ,13.757396,100.501857,0,2
1488,สขพ. 2,พระนคร,ถ.ราชดำเนินกลางหน้าเมืองโบราณ ,13.756602,100.501379,0,3
1489,สขพ. 2,พระนคร,เจริญกรุง ซอย 5 - 7  ,13.747296,100.502021,0,16
1490,สขพ. 2,พระนคร,สวนรมณีนาถ แยกเรือนจำ,13.74887,100.501685,0,6
1491,สขพ. 2,พระนคร,ข้างกระทรวงมหาดไทย ,13.750884,100.496421,0,7
1492,สขพ. 2,พระนคร,ศิษย์พระวิษณุ ,13.751479,100.50186,0,2
1493,สขพ. 2,พระนคร,หน้าวัดเทพธิดาราม (ประตูผี) ,13.753226,100.503088,0,8
1494,สขพ. 2,พระนคร,หน้าวัดมหรรณพ ,13.75487,100.499278,0,5
1495,สขพ. 2,พระนคร,วัดสุทัศน์          ,13.751717,100.501046,0,5
1496,สขพ. 2,พระนคร,สามแยกมหรรณพ  ,13.752143,100.50109,0,7
1497,สขพ. 2,พระนคร,ซอยแพร่งนรา   ,13.753195,100.497642,0,7
1498,สขพ. 2,พระนคร,ซอยลงท่า   ,13.748419,100.500106,0,4
1499,สขพ. 2,พระนคร,เมธาวลัย ศรแดง   ,13.756169,100.502215,0,5
1500,สขพ. 2,พระนคร,หลังมหาดไทย    ,13.755403,100.506221,0,10
1501,สขพ. 2,พระนคร,ตรอกตึกดิน,13.755161,100.50028,0,6
1502,สขพ. 2,พระนคร,เอ็มไพร์    ,13.7413,100.49673,0,18
1503,สขพ. 2,พระนคร,ป้ายรถเมล์สาย8 สะพานพุทธ,13.740338,100.497428,1,4
1504,สขพ. 2,พระนคร,ปากซอยทิพย์วารี   ,13.745969,100.498744,0,10
1505,สขพ. 2,พระนคร,ซอยท่ากลาง     ,13.742082,100.496299,0,7
1506,สขพ. 2,พระนคร,สี่กั๊กพระยาศรี ถ.บ้านหม้อ,13.748352,100.497595,0,3
1507,สขพ. 2,พระนคร,หน้าโรงแรมบูรพา ,13.746762,100.503363,0,2
1508,สขพ. 2,พระนคร,สะพานเจริญรัชหน้าเซเว่นฯ ,13.744554,100.492483,0,8
1509,สขพ. 2,พระนคร,ถ.ตรีเพชร ตรงข้ามรร.เพาะช่าง,13.744496,100.49875,0,5
1510,สขพ. 2,พระนคร,หน้านัมเบอร์วัน ถ.พาหุรัด,13.744733,100.501806,0,3
1511,สขพ. 2,พระนคร,ปากซอยเจริญกรุง 1   ,13.74733447,100.4988356,0,3
1512,สขพ. 2,พระนคร,ปากซ.ภาณุรังสีข้างห้างเมอรี่คิงส์,13.777106,100.478252,0,2
1513,สขพ. 2,พระนคร,หน้า KFC หัวถนนพีรพงษ์   ,13.745761,100.501883,0,5
1514,สขพ. 2,พระนคร,ถ.บูรพา ตัด ถ.พีรพงษ์,13.746514,100.500973,0,7
1515,สขพ. 2,พระนคร,สี่แยกบ้านหม้อ ถ.บ้านหม้อ ,13.746129,100.497367,0,4
1516,สขพ. 2,พระนคร,ซอยภาณุมาศ  ถ.ตรีเพชร ,13.746579,100.498828,0,8
1517,สขพ. 2,พระนคร,ถ.จักรเพชรหน้าห้างอินเดียเอ็มโพเรียม,13.741957,100.498511,0,11
1518,สขพ. 2,พระนคร,ท่าเตียน  ,13.746198,100.490811,0,8
1519,สขพ. 2,พระนคร,ถนนราชินี หน้ากรม รด.    ,13.750777,100.491486,0,6
